Time_Step,Exit3_Mean,Exit3_SD,Exit4_Mean,Exit4_SD,Exit_flow3_Mean,Exit_flow3_SD,Exit_flow4_Mean,Exit_flow4_SD
289,7.14,2.020406101833621,7.26,1.7706219361615079,0.0,0.0,0.04,0.28284271247461895
290,7.16,2.0339967692065932,7.3,1.7756861278080074,0.02,0.14142135623730942,0.04,0.1979486637221575
291,7.16,2.0339967692065932,7.3,1.7756861278080074,0.0,0.0,0.0,0.0
292,7.16,2.0339967692065932,7.32,1.7893106642115628,0.0,0.0,0.02,0.1414213562373094
293,7.18,2.037305142804572,7.32,1.7893106642115628,0.02,0.1414213562373094,0.0,0.0
294,7.18,2.037305142804572,7.34,1.813891970772419,0.0,0.0,0.02,0.14142135623730942
295,7.2,2.060315014550851,7.36,1.8379225184086165,0.02,0.14142135623730942,0.02,0.14142135623730936
296,7.22,2.043306643853615,7.36,1.8379225184086165,0.02,0.14142135623730945,0.0,0.0
297,7.24,2.0460015759963603,7.36,1.8379225184086165,0.02,0.14142135623730942,0.0,0.0
298,7.24,2.0460015759963603,7.36,1.8379225184086165,0.0,0.0,0.0,0.0
299,7.24,2.0460015759963603,7.38,1.8614236377524798,0.0,0.0,0.02,0.14142135623730942
300,7.24,2.0460015759963603,7.38,1.8614236377524798,0.0,0.0,0.0,0.0
301,7.24,2.0460015759963603,7.38,1.8614236377524798,0.0,0.0,0.0,0.0
302,7.24,2.0460015759963603,7.38,1.8614236377524798,0.0,0.0,0.0,0.0
303,7.24,2.0460015759963603,7.38,1.8614236377524798,0.0,0.0,0.0,0.0
304,7.32,1.984017774772253,7.38,1.8614236377524798,0.08,0.27404751561786966,0.0,0.0
305,7.32,1.984017774772253,7.4,1.8735538640862863,0.0,0.0,0.02,0.1414213562373094
306,7.34,1.9960164409776433,7.42,1.9069154492562708,0.02,0.1414213562373094,0.02,0.1414213562373094
307,7.34,1.9960164409776433,7.42,1.9069154492562708,0.0,0.0,0.0,0.0
308,7.36,1.9873066585461956,7.42,1.9069154492562708,0.02,0.14142135623730936,0.0,0.0
309,7.36,1.9873066585461956,7.42,1.9069154492562708,0.0,0.0,0.0,0.0
310,7.38,2.0191936155660892,7.44,1.9183326093250883,0.02,0.1414213562373094,0.02,0.14142135623730942
311,7.38,2.0191936155660892,7.44,1.9183326093250883,0.0,0.0,0.0,0.0
312,7.38,2.0191936155660892,7.46,1.9188644601238856,0.0,0.0,0.02,0.1414213562373094
313,7.38,2.0191936155660892,7.48,1.9297879760878034,0.0,0.0,0.02,0.1414213562373094
314,7.38,2.0191936155660892,7.48,1.9297879760878034,0.0,0.0,0.0,0.0
315,7.38,2.0191936155660892,7.5,1.9086270308410553,0.0,0.0,0.02,0.14142135623730942
316,7.38,2.0191936155660892,7.5,1.9086270308410553,0.0,0.0,0.0,0.0
317,7.38,2.0191936155660892,7.5,1.9086270308410553,0.0,0.0,0.0,0.0
318,7.38,2.0191936155660892,7.5,1.9086270308410553,0.0,0.0,0.0,0.0
319,7.4,2.0303814862216996,7.5,1.9086270308410553,0.02,0.14142135623730945,0.0,0.0
320,7.4,2.0303814862216996,7.5,1.9086270308410553,0.0,0.0,0.0,0.0
321,7.42,2.0413081040132584,7.5,1.9086270308410553,0.02,0.14142135623730942,0.0,0.0
322,7.42,2.0413081040132584,7.5,1.9086270308410553,0.0,0.0,0.0,0.0
323,7.44,2.0816006400099414,7.52,1.9297879760878038,0.02,0.14142135623730942,0.02,0.14142135623730942
324,7.44,2.0816006400099414,7.52,1.9297879760878038,0.0,0.0,0.0,0.0
325,7.44,2.0816006400099414,7.52,1.9297879760878038,0.0,0.0,0.0,0.0
326,7.44,2.0816006400099414,7.52,1.9297879760878038,0.0,0.0,0.0,0.0
327,7.44,2.0816006400099414,7.52,1.9297879760878038,0.0,0.0,0.0,0.0
328,7.46,2.130536006142442,7.52,1.9297879760878038,0.02,0.14142135623730942,0.0,0.0
329,7.46,2.130536006142442,7.54,1.9400189353168062,0.0,0.0,0.02,0.1414213562373094
330,7.46,2.130536006142442,7.54,1.9400189353168062,0.0,0.0,0.0,0.0
331,7.46,2.130536006142442,7.54,1.9400189353168062,0.0,0.0,0.0,0.0
332,7.48,2.14037952003749,7.56,1.9289417633849428,0.02,0.14142135623730942,0.02,0.14142135623730936
333,7.52,2.1212241363737814,7.56,1.9289417633849428,0.04,0.19794866372215744,0.0,0.0
334,7.52,2.1212241363737814,7.56,1.9289417633849428,0.0,0.0,0.0,0.0
335,7.54,2.1209354886320266,7.58,1.949254174481792,0.02,0.14142135623730936,0.02,0.14142135623730945
336,7.54,2.1209354886320266,7.58,1.949254174481792,0.0,0.0,0.0,0.0
337,7.56,2.1586087734313266,7.6,1.989769753883446,0.02,0.14142135623730948,0.02,0.14142135623730934
338,7.58,2.1767791222213555,7.6,1.989769753883446,0.02,0.1414213562373095,0.0,0.0
339,7.6,2.185294077254051,7.62,1.9886412138822378,0.02,0.1414213562373094,0.02,0.14142135623730942
340,7.62,2.1935899194457193,7.62,1.9886412138822378,0.02,0.14142135623730948,0.0,0.0
341,7.62,2.1935899194457193,7.64,2.007740124658385,0.0,0.0,0.02,0.14142135623730945
342,7.66,2.237071701112498,7.64,2.007740124658385,0.04,0.19794866372215744,0.0,0.0
343,7.66,2.237071701112498,7.64,2.007740124658385,0.0,0.0,0.0,0.0
344,7.66,2.237071701112498,7.64,2.007740124658385,0.0,0.0,0.0,0.0
345,7.66,2.237071701112498,7.66,1.965103725776638,0.0,0.0,0.02,0.14142135623730942
346,7.68,2.253704433476002,7.68,2.0044847676331865,0.02,0.14142135623730942,0.02,0.1414213562373094
347,7.68,2.253704433476002,7.68,2.0044847676331865,0.0,0.0,0.0,0.0
348,7.68,2.253704433476002,7.74,2.048493722375601,0.0,0.0,0.06,0.23989793748209529
349,7.68,2.253704433476002,7.74,2.048493722375601,0.0,0.0,0.0,0.0
350,7.68,2.253704433476002,7.76,2.0360024858651276,0.0,0.0,0.02,0.14142135623730948
351,7.68,2.253704433476002,7.76,2.0360024858651276,0.0,0.0,0.0,0.0
352,7.68,2.253704433476002,7.76,2.0360024858651276,0.0,0.0,0.0,0.0
353,7.68,2.253704433476002,7.76,2.0360024858651276,0.0,0.0,0.0,0.0
354,7.72,2.2591311315166616,7.76,2.0360024858651276,0.04,0.1979486637221575,0.0,0.0
355,7.78,2.2249971336830883,7.76,2.0360024858651276,0.06,0.2398979374820953,0.0,0.0
356,7.78,2.2249971336830883,7.76,2.0360024858651276,0.0,0.0,0.0,0.0
357,7.78,2.2249971336830883,7.76,2.0360024858651276,0.0,0.0,0.0,0.0
358,7.78,2.2249971336830883,7.76,2.0360024858651276,0.0,0.0,0.0,0.0
359,7.82,2.2469026299711854,7.76,2.0360024858651276,0.04,0.1979486637221575,0.0,0.0
360,7.82,2.2469026299711854,7.78,2.03329430095245,0.0,0.0,0.02,0.14142135623730936
361,7.82,2.2469026299711854,7.78,2.03329430095245,0.0,0.0,0.0,0.0
362,7.82,2.2469026299711854,7.78,2.03329430095245,0.0,0.0,0.0,0.0
363,7.82,2.2469026299711854,7.78,2.03329430095245,0.0,0.0,0.0,0.0
364,7.82,2.2469026299711854,7.78,2.03329430095245,0.0,0.0,0.0,0.0
365,7.82,2.2469026299711854,7.78,2.03329430095245,0.0,0.0,0.0,0.0
366,7.84,2.2799928392297146,7.78,2.03329430095245,0.02,0.14142135623730936,0.0,0.0
367,7.84,2.2799928392297146,7.8,2.0404081224408137,0.0,0.0,0.02,0.14142135623730948
368,7.84,2.2799928392297146,7.82,2.017171185555836,0.0,0.0,0.02,0.1414213562373095
369,7.84,2.2799928392297146,7.82,2.017171185555836,0.0,0.0,0.0,0.0
370,7.84,2.2799928392297146,7.84,2.003670101975627,0.0,0.0,0.02,0.14142135623730948
371,7.86,2.240717815016119,7.84,2.003670101975627,0.02,0.14142135623730942,0.0,0.0
372,7.86,2.240717815016119,7.86,1.9692534584642645,0.0,0.0,0.02,0.14142135623730942
373,7.86,2.240717815016119,7.86,1.9692534584642645,0.0,0.0,0.0,0.0
374,7.86,2.240717815016119,7.86,1.9692534584642645,0.0,0.0,0.0,0.0
375,7.9,2.21543748846726,7.86,1.9692534584642645,0.04,0.1979486637221575,0.0,0.0
376,7.92,2.2024105532116307,7.88,1.9654152596479815,0.02,0.14142135623730942,0.02,0.1414213562373095
377,7.96,2.2127644543900837,7.9,1.9820624179302297,0.04,0.1979486637221575,0.02,0.1414213562373094
378,7.96,2.2127644543900837,7.92,1.9674908915070652,0.0,0.0,0.02,0.14142135623730945
379,7.96,2.2127644543900837,7.92,1.9674908915070652,0.0,0.0,0.0,0.0
380,7.96,2.2127644543900837,7.92,1.9674908915070652,0.0,0.0,0.0,0.0
381,7.98,2.2176472180384037,7.94,1.9939705031286044,0.02,0.14142135623730936,0.02,0.14142135623730945
382,8.0,2.2314999074019015,7.94,1.9939705031286044,0.02,0.14142135623730942,0.0,0.0
383,8.04,2.240262375304304,7.94,1.9939705031286044,0.04,0.1979486637221575,0.0,0.0
384,8.08,2.211657426327272,7.98,2.004993765576342,0.04,0.1979486637221575,0.04,0.1979486637221575
385,8.08,2.211657426327272,8.0,2.030381486221699,0.0,0.0,0.02,0.14142135623730942
386,8.08,2.211657426327272,8.0,2.030381486221699,0.0,0.0,0.0,0.0
387,8.08,2.211657426327272,8.0,2.030381486221699,0.0,0.0,0.0,0.0
388,8.08,2.211657426327272,8.0,2.030381486221699,0.0,0.0,0.0,0.0
389,8.08,2.211657426327272,8.0,2.030381486221699,0.0,0.0,0.0,0.0
390,8.08,2.211657426327272,8.0,2.030381486221699,0.0,0.0,0.0,0.0
391,8.12,2.219027181594012,8.0,2.030381486221699,0.04,0.1979486637221575,0.0,0.0
392,8.12,2.219027181594012,8.0,2.030381486221699,0.0,0.0,0.0,0.0
393,8.12,2.219027181594012,8.0,2.030381486221699,0.0,0.0,0.0,0.0
394,8.14,2.22242742816709,8.0,2.030381486221699,0.02,0.14142135623730948,0.0,0.0
395,8.18,2.219486978781266,8.02,2.035300709868652,0.04,0.19794866372215747,0.02,0.14142135623730948
396,8.18,2.219486978781266,8.02,2.035300709868652,0.0,0.0,0.0,0.0
397,8.2,2.2406267344797324,8.04,2.0499875559602403,0.02,0.14142135623730936,0.02,0.14142135623730948
398,8.22,2.2341505256872396,8.08,2.028772625837341,0.02,0.14142135623730934,0.04,0.19794866372215753
399,8.26,2.2297615869625784,8.12,2.0467993929796933,0.04,0.1979486637221575,0.04,0.1979486637221575
400,8.26,2.2297615869625784,8.14,2.050485258644491,0.0,0.0,0.02,0.14142135623730948
401,8.28,2.2318656970785495,8.18,2.0769876145563337,0.02,0.14142135623730948,0.04,0.19794866372215753
402,8.28,2.2318656970785495,8.26,2.0584321356660893,0.0,0.0,0.08,0.27404751561786983
403,8.3,2.206206458782929,8.28,2.0507838222772987,0.02,0.1414213562373094,0.02,0.14142135623730948
404,8.36,2.2293039089292765,8.28,2.0507838222772987,0.06,0.2398979374820953,0.0,0.0
405,8.4,2.2497165354319466,8.32,2.0448042668666155,0.04,0.19794866372215744,0.04,0.1979486637221575
406,8.42,2.250532816731112,8.32,2.0448042668666155,0.02,0.14142135623730948,0.0,0.0
407,8.44,2.2420835790643947,8.34,2.0264576512340193,0.02,0.14142135623730948,0.02,0.14142135623730948
408,8.46,2.2606663276339476,8.38,2.049290569132326,0.02,0.14142135623730948,0.04,0.1979486637221575
409,8.5,2.270035511724386,8.38,2.049290569132326,0.04,0.1979486637221575,0.0,0.0
410,8.52,2.269945607547567,8.4,2.0603150145508513,0.02,0.14142135623730945,0.02,0.14142135623730948
411,8.54,2.287588517301526,8.44,2.0420078154520733,0.02,0.14142135623730934,0.04,0.19794866372215744
412,8.58,2.3568398073587904,8.46,2.072265840640557,0.04,0.19794866372215744,0.02,0.14142135623730948
413,8.58,2.3568398073587904,8.58,2.1673834502478244,0.0,0.0,0.12,0.3854496446637728
414,8.58,2.3568398073587904,8.62,2.1654994239440564,0.0,0.0,0.04,0.19794866372215741
415,8.72,2.3477301239056154,8.66,2.2002782755360553,0.14,0.35050983275386544,0.04,0.19794866372215753
416,8.8,2.2946254863155735,8.68,2.1800580407926047,0.08,0.3404678653660855,0.02,0.14142135623730942
417,8.84,2.306689473364504,8.74,2.1928455095084622,0.04,0.19794866372215753,0.06,0.23989793748209529
418,8.86,2.285803569684777,8.74,2.1928455095084622,0.02,0.14142135623730936,0.0,0.0
419,8.9,2.242902638301083,8.84,2.2347898590887056,0.04,0.1979486637221575,0.1,0.30304576336566297
420,9.02,2.235976707556386,8.94,2.244358005564812,0.12,0.328260722659316,0.1,0.3642156795423417
421,9.04,2.240262375304304,8.98,2.2450853354082794,0.02,0.14142135623730945,0.04,0.19794866372215753
422,9.1,2.3057160559384244,9.02,2.2721921447925886,0.06,0.2398979374820953,0.04,0.1979486637221575
423,9.24,2.2638237473760348,9.08,2.302084237540993,0.14,0.4045657788144653,0.06,0.23989793748209529
424,9.32,2.235520301944977,9.14,2.2588601062464746,0.08,0.34046786536608525,0.06,0.23989793748209526
425,9.36,2.2293039089292765,9.16,2.3066894733645036,0.04,0.1979486637221575,0.02,0.1414213562373094
426,9.42,2.204725907347807,9.18,2.291866719777677,0.06,0.23989793748209526,0.02,0.14142135623730945
427,9.48,2.2336937469362357,9.2,2.2587697572631282,0.06,0.23989793748209529,0.02,0.14142135623730942
428,9.58,2.2231619328316676,9.3,2.2429026383010826,0.1,0.3030457633656632,0.1,0.3030457633656631
429,9.7,2.2519832529192065,9.38,2.2487184558938345,0.12,0.328260722659316,0.08,0.27404751561786983
430,9.7,2.2519832529192065,9.42,2.2775747932341344,0.0,0.0,0.04,0.19794866372215753
431,9.74,2.211380582720363,9.5,2.3495548861997895,0.04,0.19794866372215753,0.08,0.2740475156178697
432,9.74,2.211380582720363,9.56,2.2960480688987936,0.0,0.0,0.06,0.2398979374820952
433,9.76,2.190517597952314,9.6,2.338672220534986,0.02,0.14142135623730934,0.04,0.28284271247461884
434,9.78,2.197308186237452,9.66,2.335266448985019,0.02,0.14142135623730948,0.06,0.23989793748209529
435,9.84,2.2529798861390087,9.7,2.305716055938425,0.06,0.23989793748209529,0.04,0.19794866372215747
436,9.84,2.2529798861390087,9.8,2.3299294900428706,0.0,0.0,0.1,0.3030457633656629
437,9.86,2.2588601062464746,9.82,2.318426630457891,0.02,0.14142135623730934,0.02,0.14142135623730948
438,9.86,2.2588601062464746,9.84,2.315519953069121,0.0,0.0,0.02,0.1414213562373095
439,9.9,2.2879453397209955,9.86,2.303590808334869,0.04,0.1979486637221575,0.02,0.14142135623730948
440,9.92,2.293202021236699,9.86,2.303590808334869,0.02,0.1414213562373094,0.0,0.0
441,9.98,2.2631926158253814,9.94,2.333517971314766,0.06,0.23989793748209526,0.08,0.2740475156178699
442,10.04,2.249353648658808,9.96,2.3119918084735906,0.06,0.23989793748209529,0.02,0.1414213562373095
443,10.08,2.284285267577907,10.04,2.3208021132745453,0.04,0.1979486637221575,0.08,0.2740475156178699
444,10.18,2.2829447506879963,10.06,2.3247558572715477,0.1,0.30304576336566297,0.02,0.14142135623730945
445,10.2,2.3386722205349857,10.08,2.3372755812820065,0.02,0.14142135623730942,0.02,0.14142135623730945
446,10.22,2.332468255575047,10.14,2.3387594827958145,0.02,0.14142135623730945,0.06,0.23989793748209529
447,10.3,2.3321182453306437,10.2,2.321153829895989,0.08,0.27404751561786983,0.06,0.23989793748209529
448,10.36,2.3626342959346323,10.26,2.310667365388057,0.06,0.23989793748209526,0.06,0.23989793748209523
449,10.42,2.3568398073587904,10.3,2.3233508524700848,0.06,0.23989793748209529,0.04,0.19794866372215753
450,10.48,2.332030734561356,10.34,2.335266448985019,0.06,0.23989793748209526,0.04,0.19794866372215744
451,10.5,2.3321182453306437,10.4,2.338672220534986,0.02,0.14142135623730948,0.06,0.23989793748209523
452,10.58,2.321944997502863,10.46,2.349207421707176,0.08,0.2740475156178697,0.06,0.23989793748209526
453,10.72,2.3477301239056154,10.5,2.3408528011677054,0.14,0.4045657788144653,0.04,0.1979486637221575
454,10.78,2.3324682555750478,10.5,2.3408528011677054,0.06,0.2398979374820953,0.0,0.0
455,10.84,2.3849870576810526,10.56,2.3746965434491605,0.06,0.23989793748209529,0.06,0.23989793748209529
456,10.9,2.392590603492032,10.64,2.3969368207044974,0.06,0.23989793748209529,0.08,0.27404751561786966
457,10.94,2.436206485669129,10.74,2.513717468253758,0.04,0.19794866372215744,0.1,0.303045763365663
458,11.0,2.498979383505129,10.76,2.503548502034825,0.06,0.23989793748209526,0.02,0.14142135623730934
459,11.04,2.5068070593192973,10.82,2.545023154539632,0.04,0.19794866372215744,0.06,0.2398979374820953
460,11.06,2.494156435857746,10.86,2.51534068776184,0.02,0.14142135623730936,0.04,0.19794866372215744
461,11.12,2.471387282892104,10.88,2.5042005527040496,0.06,0.23989793748209529,0.02,0.1414213562373095
462,11.14,2.457890251780156,10.96,2.4822636147398263,0.02,0.14142135623730936,0.08,0.2740475156178698
463,11.14,2.457890251780156,10.98,2.486617241579904,0.0,0.0,0.02,0.14142135623730942
464,11.24,2.4206593805685865,11.0,2.5152595516655727,0.1,0.303045763365663,0.02,0.14142135623730936
465,11.26,2.431175074917057,11.02,2.56737776173055,0.02,0.14142135623730948,0.02,0.1414213562373094
466,11.28,2.4581393328271357,11.1,2.612763022595983,0.02,0.14142135623730936,0.08,0.27404751561786966
467,11.28,2.4581393328271357,11.2,2.6649654437396615,0.0,0.0,0.1,0.3030457633656631
468,11.32,2.5025701074809357,11.22,2.644130967147538,0.04,0.19794866372215744,0.02,0.14142135623730942
469,11.36,2.5455844122715714,11.24,2.6462140842327617,0.04,0.19794866372215741,0.02,0.1414213562373094
470,11.44,2.5806184988747747,11.3,2.7199189663799674,0.08,0.2740475156178699,0.06,0.2398979374820953
471,11.46,2.581013880834666,11.34,2.7075857157555077,0.02,0.1414213562373094,0.04,0.1979486637221574
472,11.58,2.499714269385889,11.4,2.7180425129200647,0.12,0.3282607226593161,0.06,0.2398979374820953
473,11.64,2.4723780174610215,11.44,2.6966343346278676,0.06,0.23989793748209526,0.04,0.1979486637221575
474,11.68,2.4614580049645536,11.52,2.7348096228932253,0.04,0.19794866372215753,0.08,0.2740475156178697
475,11.76,2.4541510024562756,11.58,2.755995320039864,0.08,0.27404751561786983,0.06,0.23989793748209526
476,11.8,2.4243661069253064,11.62,2.7396558699432094,0.04,0.19794866372215744,0.04,0.19794866372215747
477,11.82,2.413313413681087,11.7,2.757179866516969,0.02,0.14142135623730942,0.08,0.27404751561786994
478,11.88,2.438132440192363,11.74,2.724117531702811,0.06,0.23989793748209526,0.04,0.19794866372215747
479,11.9,2.4598821939603663,11.74,2.724117531702811,0.02,0.1414213562373094,0.0,0.0
480,12.0,2.424366106925306,11.78,2.7722384678178362,0.1,0.30304576336566313,0.04,0.19794866372215744
481,12.04,2.4408095010484057,11.82,2.7456087388662604,0.04,0.19794866372215753,0.04,0.1979486637221575
482,12.08,2.423018862527336,11.88,2.715338141832394,0.04,0.19794866372215744,0.06,0.23989793748209526
483,12.12,2.4548161741726395,11.9,2.7124053637210754,0.04,0.19794866372215744,0.02,0.1414213562373095
484,12.12,2.4548161741726395,11.94,2.7060778153735985,0.0,0.0,0.04,0.19794866372215744
485,12.18,2.4635299047985466,12.0,2.7330180671012845,0.06,0.23989793748209526,0.06,0.2398979374820953
486,12.18,2.4635299047985466,12.02,2.7292071062071184,0.0,0.0,0.02,0.14142135623730942
487,12.2,2.4159335036125382,12.02,2.7292071062071184,0.02,0.14142135623730934,0.0,0.0
488,12.24,2.420659380568586,12.1,2.7423362600646386,0.04,0.1979486637221575,0.08,0.2740475156178697
489,12.26,2.4058601923856924,12.12,2.7002645373052934,0.02,0.1414213562373095,0.02,0.14142135623730942
490,12.28,2.4414783076100868,12.22,2.7051726716927837,0.02,0.14142135623730942,0.1,0.30304576336566297
491,12.3,2.4264696787804323,12.26,2.7315989187765517,0.02,0.14142135623730936,0.04,0.19794866372215747
492,12.38,2.4234399568567397,12.36,2.7609522166921225,0.08,0.2740475156178697,0.1,0.3030457633656631
493,12.38,2.4234399568567397,12.38,2.761912972073183,0.0,0.0,0.02,0.1414213562373094
494,12.44,2.348773018807384,12.42,2.82185349422275,0.06,0.23989793748209529,0.04,0.19794866372215753
495,12.5,2.366863075111556,12.42,2.82185349422275,0.06,0.31363569143000175,0.0,0.0
496,12.54,2.392249389770461,12.44,2.8439696315724126,0.04,0.19794866372215744,0.02,0.1414213562373094
497,12.56,2.39182280416644,12.52,2.8011659380059752,0.02,0.14142135623730936,0.08,0.2740475156178699
498,12.56,2.39182280416644,12.54,2.822721222870019,0.0,0.0,0.02,0.14142135623730948
499,12.56,2.39182280416644,12.56,2.8725299948701273,0.0,0.0,0.02,0.1414213562373094
500,12.64,2.371256448142449,12.6,2.8212025225902146,0.08,0.27404751561786994,0.04,0.1979486637221575
501,12.66,2.3439892735005663,12.68,2.8316001101273933,0.02,0.14142135623730945,0.08,0.27404751561786966
502,12.7,2.3145502494313783,12.7,2.8374320094344574,0.04,0.19794866372215744,0.02,0.1414213562373094
503,12.74,2.310667365388058,12.74,2.7980313779221158,0.04,0.1979486637221575,0.04,0.28284271247461895
504,12.74,2.310667365388058,12.76,2.7962073439221347,0.0,0.0,0.02,0.14142135623730936
505,12.82,2.291866719777677,12.8,2.835633320182745,0.08,0.2740475156178699,0.04,0.1979486637221575
506,12.86,2.3212417507244094,12.84,2.823805508709905,0.04,0.1979486637221575,0.04,0.1979486637221575
507,12.92,2.363325225704025,12.86,2.792190274786489,0.06,0.2398979374820953,0.02,0.14142135623730945
508,12.92,2.363325225704025,12.9,2.786629886161595,0.0,0.0,0.04,0.19794866372215744
509,13.0,2.356060357495806,12.9,2.786629886161595,0.08,0.2740475156178697,0.0,0.0
510,13.06,2.3335179713147656,12.9,2.786629886161595,0.06,0.23989793748209529,0.0,0.0
511,13.14,2.4244502848426213,12.92,2.8055338900400524,0.08,0.2740475156178697,0.02,0.1414213562373094
512,13.14,2.4244502848426213,12.94,2.80967715481436,0.0,0.0,0.02,0.14142135623730945
513,13.2,2.4578072191550366,12.94,2.80967715481436,0.06,0.23989793748209526,0.0,0.0
514,13.22,2.468495369198634,12.96,2.8209131536451393,0.02,0.14142135623730948,0.02,0.14142135623730942
515,13.26,2.472790706378326,12.96,2.8209131536451393,0.04,0.19794866372215747,0.0,0.0
516,13.26,2.472790706378326,13.02,2.8606407160149367,0.0,0.0,0.06,0.31363569143000186
517,13.3,2.4681646490244282,13.1,2.8943999413364017,0.04,0.19794866372215744,0.08,0.34046786536608525
518,13.32,2.461458004964554,13.12,2.868833226528278,0.02,0.14142135623730945,0.02,0.14142135623730945
519,13.32,2.461458004964554,13.14,2.8714641078113767,0.0,0.0,0.02,0.14142135623730936
520,13.34,2.4876019105367564,13.18,2.8261894732617474,0.02,0.14142135623730936,0.04,0.19794866372215744
521,13.38,2.4898979570927584,13.24,2.8611400610560107,0.04,0.1979486637221575,0.06,0.23989793748209526
522,13.4,2.490799396308957,13.28,2.8929188705936304,0.02,0.14142135623730936,0.04,0.1979486637221575
523,13.4,2.490799396308957,13.3,2.9014422873699863,0.0,0.0,0.02,0.14142135623730945
524,13.42,2.499714269385889,13.36,2.9050273102794377,0.02,0.14142135623730936,0.06,0.2398979374820953
525,13.44,2.4921099985550317,13.4,2.871393034605968,0.02,0.14142135623730936,0.04,0.19794866372215747
526,13.44,2.4921099985550317,13.4,2.871393034605968,0.0,0.0,0.0,0.0
527,13.46,2.476089741540735,13.4,2.871393034605968,0.02,0.1414213562373095,0.0,0.0
528,13.5,2.509166867178614,13.44,2.879625826033512,0.04,0.19794866372215753,0.04,0.1979486637221575
529,13.54,2.476089741540735,13.44,2.879625826033512,0.04,0.1979486637221575,0.0,0.0
530,13.54,2.476089741540735,13.46,2.8728852026760654,0.0,0.0,0.02,0.14142135623730948
531,13.58,2.4502394718450997,13.48,2.8730983062803506,0.04,0.1979486637221575,0.02,0.14142135623730934
532,13.6,2.4660966430902955,13.52,2.8373600837570754,0.02,0.14142135623730942,0.04,0.1979486637221575
533,13.66,2.446238261628057,13.58,2.829076433995334,0.06,0.23989793748209526,0.06,0.2398979374820953
534,13.7,2.4515717573900733,13.6,2.864276807966202,0.04,0.1979486637221575,0.02,0.1414213562373094
535,13.74,2.4143279793426444,13.64,2.855428056834054,0.04,0.1979486637221575,0.04,0.19794866372215753
536,13.76,2.4458210924608794,13.68,2.853140053215983,0.02,0.14142135623730948,0.04,0.19794866372215753
537,13.78,2.451904715663698,13.7,2.8589280137413575,0.02,0.14142135623730936,0.02,0.14142135623730936
538,13.82,2.446905584360686,13.72,2.8574285571442846,0.04,0.1979486637221575,0.02,0.14142135623730936
539,13.82,2.446905584360686,13.74,2.8486301756372345,0.0,0.0,0.02,0.1414213562373095
540,13.88,2.463115664257406,13.76,2.8396608018190754,0.06,0.23989793748209529,0.02,0.1414213562373095
541,13.88,2.463115664257406,13.76,2.8396608018190754,0.0,0.0,0.0,0.0
542,13.9,2.4515717573900733,13.8,2.8642768079662035,0.02,0.14142135623730936,0.04,0.1979486637221575
543,13.94,2.4777376119091765,13.84,2.8668406844824985,0.04,0.1979486637221575,0.04,0.1979486637221575
544,13.98,2.4948109412645008,13.84,2.8668406844824985,0.04,0.19794866372215744,0.0,0.0
545,14.02,2.4948109412645003,13.86,2.885643563489816,0.04,0.1979486637221575,0.02,0.14142135623730945
546,14.06,2.44456915781635,13.88,2.8688332265282783,0.04,0.1979486637221575,0.02,0.14142135623730936
547,14.12,2.446488528983731,13.88,2.8688332265282783,0.06,0.23989793748209529,0.0,0.0
548,14.16,2.41052115628508,13.88,2.8688332265282783,0.04,0.19794866372215753,0.0,0.0
549,14.2,2.3989793748209527,13.96,2.941331088372843,0.04,0.1979486637221575,0.08,0.27404751561786983
550,14.2,2.3989793748209527,13.98,2.958833195290168,0.0,0.0,0.02,0.14142135623730936
551,14.22,2.384387997463705,14.02,2.972595924543437,0.02,0.14142135623730942,0.04,0.19794866372215744
552,14.24,2.3781316624782645,14.04,2.955175328891638,0.02,0.14142135623730948,0.02,0.14142135623730945
553,14.24,2.3781316624782645,14.08,2.968130037307555,0.0,0.0,0.04,0.19794866372215741
554,14.24,2.3781316624782645,14.12,2.9736255614303286,0.0,0.0,0.04,0.19794866372215741
555,14.24,2.3781316624782645,14.12,2.9736255614303286,0.0,0.0,0.0,0.0
556,14.26,2.388834571971215,14.12,2.9736255614303286,0.02,0.14142135623730942,0.0,0.0
557,14.3,2.366863075111556,14.14,2.955520604025005,0.04,0.1979486637221575,0.02,0.1414213562373095
558,14.34,2.387125331217189,14.14,2.955520604025005,0.04,0.19794866372215753,0.0,0.0
559,14.36,2.353980562748113,14.14,2.955520604025005,0.02,0.1414213562373095,0.0,0.0
560,14.4,2.356060357495806,14.16,2.9371650916334624,0.04,0.19794866372215744,0.02,0.14142135623730934
561,14.4,2.356060357495806,14.16,2.9371650916334624,0.0,0.0,0.0,0.0
562,14.42,2.399744884400023,14.18,2.897500682326345,0.02,0.14142135623730942,0.02,0.14142135623730942
563,14.42,2.399744884400023,14.22,2.9227468209873817,0.0,0.0,0.04,0.1979486637221575
564,14.42,2.399744884400023,14.22,2.9227468209873817,0.0,0.0,0.0,0.0
565,14.44,2.450822435886553,14.22,2.9227468209873817,0.02,0.14142135623730942,0.0,0.0
566,14.44,2.450822435886553,14.22,2.9227468209873817,0.0,0.0,0.0,0.0
567,14.46,2.442898913594424,14.26,2.988481287905826,0.02,0.14142135623730936,0.04,0.1979486637221575
568,14.48,2.3925053046238083,14.28,2.969504871804972,0.02,0.14142135623730934,0.02,0.14142135623730942
569,14.48,2.3925053046238083,14.32,2.9653784560752277,0.0,0.0,0.04,0.1979486637221575
